Cardholder Name,Card Number,Card Type,Card Expiry Date,Transaction Amount,Currency,Transaction Date and Time,Merchant Name,Merchant ID,Authorization Code,Authorization Response,Terminal ID,POS Entry Mode,Transaction Type,CVV/CVC,AVS Data,Customer Signature,Transaction Status,Fraud
Stephanie Todd,3509166235385407,Maestro,07/30,862.42,JPY,03/25/2024 18:35,Reed-Vargas,58103a6c-ac50-4dc3-95b4-256c2ab930cd,0581dcf6-0d77-4b51-bc7b-e0374459681e,Declined,85f0fd45-a9fe-45ec-8ff5-bbf8186bd704,Swipe,Purchase,787,Not Matched,Required,Settled,True
Veronica Wade,4944260767676543477,American Express,10/26,896.76,GTQ,03/31/2024 07:55,Thomas-Torres,dbac1369-e5ef-44a0-b76b-1edc3d00c0e0,a8eb8ac0-a9a6-4d28-b485-fb62bfe6fe41,Declined,fa14af07-8a01-46b4-8b4c-1405acd3babf,Chip,Purchase,246,Not Matched,Not Required,Pending Settlement,True
Kathryn Cooke,3576176971608233,VISA 16 digit,07/27,130.94,ZWD,03/24/2024 09:20,Pierce-King,120ce224-4941-4d8a-b4ff-ba4b55c9e319,03aa78f4-efc0-4d7d-b787-5c1fc4cb7ed2,Approved,7070bfbe-118b-4790-b4a5-e632ef1e8a5b,Swipe,Refund,368,Matched,Required,Settled,False
William Higgins,4152667982347,JCB 16 digit,08/29,278.56,DOP,04/04/2024 05:57,Woods Inc,8223d4f3-707a-4d15-8f57-0c3fa2bc2748,85ab3352-f6b1-4967-a56e-378043d83fff,Approved,2b71d662-91f7-45b7-88c0-bec3faf1d03c,Chip,Purchase,107,Matched,Not Required,Pending Settlement,True
Olivia Crosby,4491388166534757,VISA 13 digit,06/28,334.38,WST,03/14/2024 02:37,Alvarez-Moore,5ab95f7b-a2fa-4e62-b70b-34a8890adc72,36e066ea-a3a4-446b-8a0f-56bc60cf90b6,Approved,faf3b2fa-4b12-4f1b-baf9-cf811e53c660,Swipe,Refund,311,Matched,Not Required,Pending Settlement,False
Alexander Jenkins,4917458860534,Mastercard,07/31,663.74,LTL,03/18/2024 12:59,Harris PLC,77044dc8-e81a-4a0e-a223-648cd0c3899e,f9932ae1-71e2-4875-bd9f-d48cad769393,Approved,84d04d64-bcc3-4403-b5c9-a265a966473e,Swipe,Refund,575,Not Matched,Required,Pending Settlement,True
Laura Sims,4130370867983530,VISA 16 digit,11/29,943.58,IQD,03/21/2024 18:36,Gutierrez and Sons,563ff98e-e90a-42de-a20c-414baaf6e7e9,89530ee2-df24-4aae-8548-890588e9c6b1,Approved,acc2c661-a005-408c-be78-03a689ad842c,Chip,Purchase,430,Matched,Not Required,Pending Settlement,False
Michael Fischer,3591922900938493,JCB 15 digit,06/26,507.29,MGA,03/21/2024 16:12,"Banks, Gregory and Hinton",38127112-fd27-4656-b7b7-a771b514a398,2396bfd8-ef3a-46e6-96de-19663bd041ed,Approved,e3a45f12-3497-4eae-9830-17bab3ebfc46,Swipe,Purchase,759,Matched,Not Required,Pending Settlement,True
Dale Cummings,6502177749685745,Maestro,09/26,324.72,KHR,03/12/2024 01:44,Lee-Smith,469c138c-4846-4223-ad1f-999c4bad6821,e84c9d1d-7d43-445e-bb96-e4b03f933844,Approved,4b04f618-6945-4d35-865b-141d57e5859c,Swipe,Purchase,586,Matched,Required,Pending Settlement,False
Steven Bray,630486513249,Mastercard,05/24,509.21,KWD,03/21/2024 07:29,Nelson-Franklin,653c6db1-fafe-431d-83fa-54e32eb02c82,9bb5c8b4-cccb-4f94-95bb-ddc8455ff5a1,Declined,a96ab814-5db6-4ff6-bc52-64a0157149ef,Swipe,Purchase,612,Not Matched,Required,Pending Settlement,True
Erica Pena,2230851516328048,Diners Club / Carte Blanche,10/32,562.85,TRY,03/19/2024 11:53,Fox-Mooney,e1ce77bb-6a79-43b6-b666-44be3d3126bf,9daaa267-b7f2-4837-861b-6f39dd9770ca,Declined,2a45a271-b980-4479-ad11-b370c8c1c298,Swipe,Purchase,7248,Not Matched,Not Required,Settled,True
Emily Harris,4565202426159,Diners Club / Carte Blanche,03/26,25.91,UGX,03/30/2024 03:10,Fischer-Garcia,6efce825-e7f6-4a8a-aca5-d4d6404ac22a,087e1fc1-57b4-4ef5-a057-3226a7037a93,Approved,fef037fd-19a3-4430-87a5-721797166e58,Swipe,Refund,518,Matched,Required,Pending Settlement,False
Tina Daniels,4149450150969021,JCB 16 digit,12/25,351.37,BGN,04/02/2024 13:16,Graham-Hernandez,d6576c34-63d2-4d25-b5dd-0bd8e70b52eb,97994419-e19d-47a9-a208-816922b8fb42,Approved,e5ae9b69-6a8d-477f-b19a-88714f8a40dd,Swipe,Refund,343,Matched,Not Required,Pending Settlement,False
Michele Smith,6581656429386157,VISA 13 digit,06/28,966.57,XDR,04/04/2024 05:59,Potts-Hamilton,113a6323-82d9-41f6-af04-6ddc3bf5254e,928ad2d5-76c7-4a47-817c-fcb2818a69f2,Approved,2e31e2ed-df39-403e-89a0-fc04e8c0cddf,Swipe,Refund,371,Not Matched,Not Required,Settled,True
Terry Miller,4255395692085416,VISA 13 digit,10/27,635.15,KZT,04/02/2024 12:07,Goodwin LLC,7acbbc07-5069-457e-be32-2ca10be2f7ef,e6ba0eb9-233a-47e3-84b9-898010795018,Declined,bba666f4-1451-4cab-bd66-c3de429254e9,Chip,Refund,074,Not Matched,Not Required,Pending Settlement,True
Bonnie Mcintosh,180036016786101,JCB 15 digit,05/27,596.24,PAB,03/18/2024 15:35,Jones-Simmons,808a3005-cee0-4878-982b-be098ec2ae73,82b271d0-c830-4320-9a85-545e50c40cae,Approved,b3520864-a436-4cb0-9bb5-d450ee23cf7d,Swipe,Purchase,723,Matched,Not Required,Settled,False
Susan Dyer,4829568640938327,Mastercard,10/26,468.97,OMR,03/20/2024 05:21,Garcia Inc,d74d7c4e-2fad-4a94-a261-bb9cdf2528b6,63f0c609-25cd-4a1e-b73a-f01c6e81245a,Approved,29572529-7aba-42e6-8d80-c6de40b45358,Swipe,Purchase,241,Not Matched,Not Required,Settled,False
Janet Carlson,6011454836900004,Maestro,12/27,878.42,NAD,03/24/2024 23:46,Hunt Ltd,d7364a16-bfc7-4c9e-a9d8-9a2660ee20a5,59e7cdcf-f390-4411-bda0-d2b90bd533a1,Declined,392bb968-fd3e-4f52-a117-5b9b63109b32,Chip,Refund,109,Not Matched,Required,Pending Settlement,False
Andrea Page,6011534235960020,JCB 16 digit,11/33,792.05,LRD,03/10/2024 18:30,Howell-Cole,85e3d794-fc50-4673-bd5c-39c6fec67535,b35d20d7-d2d5-4a15-8b0b-c3555935b59a,Declined,a697fa1c-fd2a-43b9-8ea2-595f05812854,Chip,Refund,452,Matched,Not Required,Settled,False
Jeremy Montoya,630466876855,VISA 13 digit,08/31,573.94,RWF,04/04/2024 01:19,"Hill, Carter and Ryan",e5d1edd9-9276-4b5f-9eb6-c4f7e141a6d4,1900c218-b538-4a41-905b-6217a84b5ee8,Approved,8101119b-e5b3-4eca-a7c5-59b4421be575,Chip,Refund,154,Not Matched,Required,Pending Settlement,True
Antonio Murphy,3575133277702393,VISA 16 digit,10/27,426.23,BSD,03/05/2024 17:25,Chen Inc,36d39785-b600-4e6e-a9f5-8db4c2f2f3e8,b9270a57-7213-4415-adba-d4a8c535db79,Approved,571db186-0d7a-47c3-9a15-6fa19fda1813,Chip,Purchase,021,Not Matched,Not Required,Pending Settlement,False
Carrie Garcia,4219868499237701435,Maestro,04/26,803.64,CRC,03/27/2024 11:15,"Avery, Jimenez and Alexander",fa4e567f-3056-4067-ae16-bbcf95ac8fd3,89dde98f-1738-451c-abea-4758e5061476,Approved,d4f09d32-ff98-4d47-8669-e6cb685cf803,Chip,Purchase,631,Matched,Required,Settled,False
Nicole Henderson,4273522436805120940,JCB 16 digit,09/32,932.36,HKD,03/06/2024 07:32,"Ford, Roberts and Guerrero",c4c6c2bc-5204-42b6-8043-559cd3d1a1f2,de7e6189-4da5-4bbd-bab0-97afca7f9f89,Declined,14eceb2e-4a68-480c-9faf-c60a4bec7c1f,Swipe,Purchase,511,Not Matched,Not Required,Pending Settlement,True
Richard Moody,4981784161147925,Maestro,07/24,279.58,FKP,03/18/2024 12:57,Smith-Cruz,a6c53048-d9a3-461e-ae0a-3145312961f6,1b3eaa48-14df-4d81-85c6-90c2c627260e,Approved,aceaf0d6-e53c-43e4-b359-4232d1bf999b,Chip,Refund,2135,Matched,Not Required,Pending Settlement,False
Veronica Sloan,30005935567381,VISA 16 digit,01/28,475.6,SBD,03/09/2024 06:51,"Acosta, Knight and Farmer",7a05fdfa-ca75-47b0-aef4-b26484456e83,00b5e9e1-701a-4cc2-a0f3-d920c26c9d79,Approved,56d38a31-dde7-4f90-a75d-be63d7b52983,Swipe,Purchase,893,Matched,Not Required,Settled,True
Kristen Wise,4933925837217208789,Diners Club / Carte Blanche,07/33,51.97,NOK,03/30/2024 04:23,Young Ltd,254065cf-7dbf-45e3-91ad-cee47bae5679,2f8f0fe2-45b5-4bf2-bb60-5bdae7fc8588,Approved,c11b436d-5a29-4fcc-8c0a-fce607c8c5dd,Swipe,Purchase,399,Not Matched,Not Required,Settled,False
Julie Williams,30572739368928,Diners Club / Carte Blanche,08/24,160.47,KMF,03/16/2024 03:39,"Brooks, Faulkner and Torres",f51cee1a-81f6-4da1-ab82-7d0d4ef63fc3,93b9b681-6f67-4648-b4af-19da3f888d91,Approved,67d0b5cd-3140-42d2-a00e-162648614e65,Swipe,Purchase,809,Matched,Required,Settled,True
Nicholas Rowe,676219572382,Discover,08/31,558.84,GEL,03/23/2024 12:56,Cooper-Oliver,69f52d17-2400-4c3a-a34d-f8d078f1cf9f,b72eb7e7-6496-4c3f-8712-690b817df19a,Approved,67d96f33-f09d-43c5-8dc5-f0e7cec905f8,Chip,Refund,210,Not Matched,Not Required,Pending Settlement,False
Tracey Frank,180084627762632,VISA 13 digit,12/30,847.43,SCR,03/25/2024 12:07,"Benson, Sexton and Johnson",2be4f80b-f13d-40d5-8962-adf6bfc25421,1dc6178f-4be6-49a4-933b-582748d97aca,Declined,4a000870-020d-423c-8862-9a5dd7cd1e49,Swipe,Purchase,9656,Not Matched,Required,Settled,False
Daniel Walker,4805039886765,Mastercard,05/28,158.16,HNL,03/28/2024 07:14,Duran Inc,a66bd7f8-66ab-48cf-afd9-0d567ce51baa,8986e727-4cee-45d7-b6c6-880e87ec86c0,Declined,21b2eada-1c80-4744-bace-2594527a42c8,Chip,Refund,965,Not Matched,Required,Pending Settlement,True
Gregory Bailey,4818950435792946344,American Express,06/25,808.33,MGA,03/14/2024 12:16,Villarreal-Thomas,73bea522-f364-4e0a-aa93-78372975842f,bd310552-30a7-4d99-a69e-adb7b52ed345,Approved,e3690171-4791-4586-a3ef-545dfbffea22,Swipe,Refund,320,Matched,Not Required,Pending Settlement,False
Nicholas Bryant,4456373184548701,Mastercard,08/27,146.93,CZK,03/26/2024 05:29,Lin-Taylor,39aab36c-4e04-41a2-907f-25e85600f331,00a3125b-991f-4083-a8a4-757a40a9b067,Declined,6a65d3c8-3bfd-4961-a9e1-69a74d19c04d,Chip,Refund,1391,Not Matched,Not Required,Pending Settlement,False
Donna Williams,563569095315,Mastercard,06/26,670.77,ILS,03/13/2024 22:19,"Kaiser, Williams and Crawford",c3f3a494-6399-4529-bf46-03cb2c2b9c08,97f95af0-9d69-4dbf-883e-21e231554b7c,Declined,0a58193e-d4de-4895-8eae-b0591db9d711,Swipe,Purchase,4769,Not Matched,Not Required,Settled,True
Alex Knapp,379567430513524,VISA 19 digit,04/25,544.82,GIP,03/31/2024 21:30,Robinson-Lane,a5fb0910-4ba1-47bd-849c-f39f1c569dee,67f1fb47-68c2-4aba-9979-3df3df25e5c4,Declined,26bec938-85b3-430c-89d0-a2fbb0f8457f,Chip,Refund,817,Not Matched,Not Required,Pending Settlement,True
Natalie Stone,30118385029016,American Express,11/33,209.31,RSD,03/27/2024 11:09,"Shaw, Cox and Cobb",ebcbb378-77ed-4602-8264-f797e9292749,c20b34a4-7d2e-479c-9883-29d9abbe5227,Declined,60a331f2-548f-49f6-b8d5-6623c939ea3f,Chip,Purchase,632,Not Matched,Not Required,Pending Settlement,True
Heather Miller,4826271731949,American Express,06/25,334.21,AMD,03/26/2024 01:02,"Stevenson, Bass and Boyd",7f5281a1-4d3e-4adb-adf6-88755d546173,73c5a66e-80e7-4567-af33-e10c6512b254,Declined,7466b459-0876-4bff-a0f0-8973a6f6436d,Chip,Refund,158,Matched,Required,Settled,True
James Herrera,4761486621098179,Diners Club / Carte Blanche,03/34,644.75,KPW,03/22/2024 03:55,Ramos-Chase,9382c282-2490-4585-95d4-65118fd92f4c,275da418-534d-4d2e-acf5-888f0801a8be,Approved,68f4a99a-3055-4616-bca0-a32dfc79886a,Chip,Refund,298,Not Matched,Not Required,Pending Settlement,True
Thomas Miller,5474689493901090,Diners Club / Carte Blanche,07/28,801.58,ETB,03/24/2024 13:49,Franklin-Carter,872a13a5-839d-444b-b2fd-b054190a99e3,a8f3def0-f507-47de-b17b-c15a6363d807,Approved,0c244c70-9585-4b06-bac0-d4edd13cdee6,Swipe,Purchase,9656,Matched,Not Required,Settled,False
Christian Brown,30541632338296,VISA 19 digit,02/32,834.84,GNF,04/02/2024 08:17,"Walton, Cardenas and Walker",35518066-7ad3-4c27-a64f-c5f474aa3f7d,6425448d-a73a-4a92-a5a0-db5e300eb9f2,Declined,0214b18f-997d-4447-9b07-da2a72b74971,Swipe,Purchase,288,Matched,Required,Pending Settlement,False
Ashley Padilla,4685974097206783,Mastercard,07/32,882.84,TRY,03/28/2024 06:09,Winters-King,117bc5c7-6aa8-4917-af90-2b1fdddd19e3,20fafb61-0d28-4d3f-ac8f-da5a95557048,Approved,02031a76-249d-4d8b-9245-230e926e2507,Swipe,Purchase,236,Not Matched,Not Required,Settled,False
Mary Cisneros,36894564990897,VISA 16 digit,01/25,537.77,GYD,03/14/2024 05:38,Fischer-Coffey,39fe45ff-589e-4ced-a961-ec8f8e27c065,a5d8b181-8728-42a4-bd0e-5f2e73ebfcf5,Declined,43eb45a7-df83-461e-8ec2-efeb7314de24,Swipe,Purchase,748,Matched,Required,Pending Settlement,True
Rebecca Robinson,4689413207677,Maestro,05/28,925.73,GGP,03/22/2024 15:11,"Kim, Watkins and Wilson",b3746ecb-c2a0-424f-a461-2dbcffd487d5,df38cd6d-484e-4145-82f1-8b722c1fab25,Declined,9428934a-05f2-4702-baa8-815c99a734b1,Chip,Refund,6776,Matched,Not Required,Settled,True
Cody Thomas,3531570856905850,Mastercard,02/29,823.31,CLP,03/13/2024 18:32,"Harris, King and Owens",5a750c09-5d3f-43f5-a320-182aef8faeb7,b14ef10b-4ff3-42e2-86f3-398b338c3e90,Declined,f96b99cd-4a70-4532-85b9-f9a11d9ae9e0,Chip,Refund,800,Not Matched,Not Required,Settled,False
Emily Love,4031769907269114847,American Express,03/33,745.26,MRO,03/24/2024 20:05,Krause LLC,61a3cf61-5d69-4bf6-96be-133e9926383a,8cdd5773-6a54-4029-8cf7-a69974ce67b0,Declined,e6e63c1a-9f00-41ed-a839-3b7d6ea82e11,Swipe,Purchase,544,Not Matched,Required,Settled,False
Joshua Baker,4675732454219860,JCB 16 digit,01/33,570.76,SEK,03/24/2024 02:44,"Cooley, Robinson and Mcdonald",4765eaf8-ab1d-4d06-a9d0-f32b03be3b78,9a6c60d0-3523-4c70-92e5-484c5d13e61f,Approved,acae96ba-31d9-4841-8984-8b904a68823c,Swipe,Purchase,699,Not Matched,Not Required,Settled,False
Michael Klein,346219074612218,VISA 16 digit,03/25,11.98,IRR,03/25/2024 23:10,"Lewis, Jackson and Neal",6c710fe8-763b-4945-94dc-bfef10617c30,2f827f53-7c11-4aa0-84ef-2abeafd29582,Declined,8593668c-6717-4c83-8372-3c145add81da,Chip,Purchase,647,Not Matched,Required,Pending Settlement,False
Tiffany Ramsey,340106599996141,VISA 19 digit,01/25,245.81,VEF,03/26/2024 06:17,Cunningham-Montoya,f22ee26d-d163-4bf6-a193-3808ee09847c,3a2e4b1c-4b87-4960-af4e-8ad4adf58d24,Declined,d93a9d4b-f440-4ac7-a6ad-8a31c7d29d58,Swipe,Refund,299,Not Matched,Required,Settled,False
Angela Dodson,213172549854875,Diners Club / Carte Blanche,06/24,588.94,LSL,03/11/2024 07:59,Jones-Horton,551c1f4f-c7e0-483d-9cd4-bc9acd67474c,bd7b6a02-5c3f-4b2c-93b0-e537657394cc,Approved,a73d8d16-0555-4a41-b324-e8eed13d5da3,Swipe,Refund,914,Not Matched,Not Required,Pending Settlement,True
Kenneth Morales,4287915283823388,Mastercard,05/26,113.53,SOS,03/10/2024 00:46,Morgan Group,80311a43-06a6-43bd-9922-e38073a90fcd,ac68c81a-7bd2-40d9-aac1-dcce7f1e78e5,Approved,3689f721-e3c1-452b-8cc5-950e8d35e256,Chip,Purchase,042,Matched,Not Required,Pending Settlement,False
Taylor Combs,502070913228,VISA 16 digit,07/30,153.44,XCD,03/12/2024 08:02,Newman-Rivera,3183a7a1-d274-484d-a4b6-de6288dc1561,78d49415-6539-4331-a84f-49cb07cc8326,Declined,48d7f3be-e021-4ad2-b604-a8ec84857e12,Swipe,Refund,849,Matched,Not Required,Pending Settlement,True
Angel Nielsen,4289147601468385,Discover,06/27,701.23,MAD,03/16/2024 21:12,"Gardner, Moore and Hill",47a818e0-3ec4-46bd-88d3-f1692431dbbb,78bf95b4-c048-4fab-9465-371ba10d203e,Approved,8f77c9ee-98ca-4dbe-8023-8a73fafcb46c,Swipe,Purchase,326,Matched,Not Required,Pending Settlement,True
Emily Francis MD,576362964438,VISA 16 digit,04/25,443.11,ETB,03/24/2024 01:27,"Green, Jones and Young",8c0fdd98-c470-4903-8349-01a49b389b04,d79a0a3c-bc33-4b21-8a11-ba63e1bb8281,Approved,bdba906f-d1ab-49b7-ac6a-6902bf484033,Chip,Refund,703,Matched,Not Required,Pending Settlement,False
Sarah Lewis,6011597336426282,VISA 16 digit,10/24,147.75,GYD,03/07/2024 11:50,"Summers, Hall and Davila",4aeacb33-4fb4-4a93-b899-625ce636341f,b8050b1e-33f1-441a-a096-3bfb64e3a643,Declined,c2079c0c-087c-49c8-a18c-9311f79fe49e,Swipe,Purchase,546,Not Matched,Required,Settled,False
Jeremy Collins,2266856299370601,VISA 16 digit,12/27,461.86,AFN,03/05/2024 22:10,Colon-Saunders,50b8b2c3-c727-45c0-8a71-e90743917a53,06014aac-c425-4233-aae2-c97fb268392a,Approved,9e710008-244c-4b0d-ae07-e101662beba9,Swipe,Refund,653,Not Matched,Not Required,Pending Settlement,False
Abigail Gilmore,4873684600667,VISA 13 digit,01/27,18.45,TND,03/16/2024 00:13,Barron PLC,0d9daf0e-f86b-4bbc-846e-332376f9586c,09537a22-6811-4d5c-986f-bf212ab7a605,Declined,5aae55c6-5e3b-4b2e-83a1-9567e0f4557b,Chip,Refund,138,Matched,Not Required,Settled,True
Maxwell Thomas,4213969272827,VISA 19 digit,04/28,904.54,CHF,03/14/2024 22:33,Walsh-Molina,a338e7a5-e7a6-4ce4-b99f-944bc38774dc,7b0a276e-c4c7-46b2-9b73-2603f9612852,Approved,72de2819-bda1-4c18-a471-34a4735cc096,Chip,Refund,331,Matched,Required,Settled,False
Anita Schmidt,4873048557050155,VISA 13 digit,10/26,874.03,ANG,03/11/2024 12:15,Newman-Gray,95f79f18-c34b-41fc-a0c4-599a4e15a282,d75dd710-2269-41e4-b506-bcb7ac963bd3,Declined,c29b9088-86c6-4e26-82da-0545a4ecaaa1,Chip,Purchase,238,Not Matched,Required,Settled,False
Timothy Brown,4148723016506455,Diners Club / Carte Blanche,09/32,202.68,LAK,04/03/2024 11:17,"Pope, Powell and Castillo",77756a50-d5d0-41af-bf29-65e488e7b57b,1643327c-5bbe-4714-9b82-d67ad5662670,Declined,3f6484af-4594-4f0d-a21c-678c13bbaf32,Chip,Refund,908,Not Matched,Not Required,Pending Settlement,False
Sharon Smith,345004955279498,Mastercard,08/29,441.13,TRY,03/28/2024 05:20,Silva-Carson,936bce00-4069-4207-9ca2-cbe456ca811d,12965259-2c91-4acb-b2af-e2332718cad8,Approved,08263421-1648-418a-86e8-4f2720542bc9,Chip,Purchase,438,Matched,Not Required,Pending Settlement,True
Alexis Peterson,345135886858479,Discover,12/30,661.44,GHS,03/23/2024 03:17,Espinoza-Jackson,4cecb4bf-8f4f-464a-9e4f-db90101deada,325f65aa-a162-45fa-a433-34ca0f64c317,Approved,c8ed48e1-6d93-43f2-bc87-c1422673dc3a,Chip,Purchase,786,Matched,Required,Settled,False
Kyle Eaton,4998301491384218,JCB 16 digit,08/32,517.19,FJD,03/08/2024 21:01,Tyler-Campbell,90183620-5a61-4a4e-b057-b20643ba9df3,7b92126a-032c-4f69-8c29-6a045c1f0a68,Approved,26aa3155-43f1-41ee-83f9-edd55de4ee62,Swipe,Purchase,318,Not Matched,Required,Settled,False
Mr. Nicholas Gonzalez Jr.,676233708046,American Express,06/25,543.1,MGA,03/18/2024 19:51,Moore-Baxter,aeb1e483-e8a3-49f5-bf4e-ecb6568d66d7,10dd2163-2a35-4fa9-9d5a-10ec1c9c32de,Approved,c52c5310-4194-4207-9477-db63e9725f22,Swipe,Purchase,685,Matched,Not Required,Settled,True
Brandon Davidson Jr.,2257840422087127,VISA 19 digit,05/26,230.72,HTG,03/10/2024 11:33,"Preston, Velasquez and Lang",a342e00b-e1f6-4a54-b9cd-38e3e3f019c5,2903c138-e6be-4b59-8fdd-d59cd8a05ad5,Approved,cba43778-78c1-48fb-97c9-b1bdc76d0232,Swipe,Refund,147,Matched,Required,Pending Settlement,True
Jennifer Murphy,180007288174888,Maestro,02/32,815.13,BMD,03/17/2024 00:45,Butler and Sons,3e47569c-2ca6-4b12-8896-ec798c534cb1,c53ff7cd-2855-4cfb-9125-aa49ce8acfe8,Approved,9d7a8f55-cdb2-4878-a56f-fcfcf5f6670c,Chip,Purchase,829,Matched,Required,Settled,False
Karen Holt,341207200873734,VISA 16 digit,08/26,971.75,KHR,03/13/2024 22:06,"Mathis, Marshall and Pope",5e803718-432b-4703-a9b6-eea937d2715a,2e464d67-0807-4600-8327-ea12f7cfac27,Approved,e01773d5-ba3f-46bb-9ee2-5153395aaa27,Chip,Refund,445,Matched,Not Required,Settled,False
Sara Reed,3548702269771394,JCB 16 digit,03/31,896.04,KES,03/30/2024 16:20,"Kelley, Ingram and Frank",1b89d9c9-709a-4608-a460-90677b31a711,653f8d2b-cd32-4f21-80b0-ad08f43981b0,Declined,4022300a-8e6d-4c6c-a2f7-fdad7381163d,Chip,Purchase,515,Not Matched,Not Required,Settled,False
Angelica Robinson,4247437329648074,JCB 16 digit,04/28,322.04,GGP,03/20/2024 23:31,"Ramsey, Glass and Martinez",1d4cc1ff-05b2-4c03-957e-2b359d5fb4cc,e7cb95bd-b922-43d4-8bc6-c00a38fb9aa6,Approved,48412606-849d-4d65-b156-95808d5e2a7e,Swipe,Purchase,369,Matched,Required,Settled,True
Matthew Thomas,36904509908266,JCB 16 digit,04/33,314.38,DJF,03/17/2024 14:16,"Goodman, Robbins and Guzman",f3af7528-b74f-4211-bbd7-2ef291384f09,9b1a3e60-9de6-4602-a85d-f074bb11cde7,Declined,7faa4860-2de0-4a97-ad8d-cdb5257cbb6a,Swipe,Purchase,268,Not Matched,Required,Pending Settlement,True
Michael Ford,180078880401599,VISA 13 digit,01/34,19.66,TJS,03/26/2024 14:40,Taylor PLC,1ac78b69-898e-477d-a174-8b6db80ea4a2,04853737-99dc-4565-bf9f-ec0cfe549b85,Approved,1fe871f4-e185-453a-b5ab-4b96ef3fa324,Chip,Purchase,301,Not Matched,Required,Pending Settlement,False
Dana Miller,6590065047971797,Maestro,05/30,978.54,HNL,03/24/2024 15:53,White-Jones,d15945fc-ad5b-4c31-b972-2fd5ba64d4ba,3737b406-165e-43a4-81f3-150360d30e29,Declined,9460f68d-70f5-4d7d-89fb-4fdcc86fe025,Chip,Refund,672,Not Matched,Not Required,Settled,True
David Jenkins,4023230461327791,JCB 15 digit,06/28,334.05,XAF,03/20/2024 09:28,"Powell, Davidson and Glass",161e08fc-3eb5-4f29-af69-cf14a8d26d7f,c448242d-25c7-429e-8a48-5e04ab18b478,Approved,3d5ad033-cd86-439e-9bff-6d9ced06b78c,Chip,Purchase,140,Matched,Not Required,Settled,True
Jennifer Miller,343821251489394,VISA 16 digit,05/25,239.13,AUD,03/06/2024 02:46,Bennett Group,e94a7d0f-373d-43ab-b292-f298c138d0e2,e799cc66-3cdb-4a03-bccb-5773360f60dc,Approved,b7609cf9-2ba5-4729-91ba-67f589905b2f,Chip,Purchase,253,Not Matched,Required,Pending Settlement,True
Ashley Griffith,2240501519912201,Diners Club / Carte Blanche,10/27,426.96,RSD,04/03/2024 03:04,Mcmillan-Barrett,cde0b6ef-4cfb-4689-9100-4deebce1faba,bc78e689-f6c4-45b3-89c8-db45cfa92cb5,Approved,816c3602-e362-44fa-adc3-6da53c6215f8,Chip,Refund,434,Matched,Required,Pending Settlement,False
Jo Sanchez,4741742849370,Discover,01/27,113.62,PGK,04/01/2024 12:22,"Lopez, Brown and Ashley",133d2111-c0ca-42d5-9625-60bf711db4af,9d6b47da-a32b-4875-9c2a-6b10793cbb98,Declined,fdcaeb98-23b5-403c-92dc-98eb0fea29a5,Swipe,Refund,945,Matched,Not Required,Settled,True
Bianca Burton,6011169085122148,VISA 13 digit,08/31,405.19,USD,03/29/2024 10:31,Buchanan Group,072ab3cc-8d2e-4334-8d8e-4545f7c1a660,4c395ce1-c438-405a-8bc1-7c6012acdc7d,Declined,a0d8408a-228e-47ef-839c-7dab05f2ee9d,Chip,Purchase,861,Not Matched,Required,Pending Settlement,True
Tina Scott,4851573606978722,VISA 16 digit,05/27,771.0,GTQ,03/18/2024 23:35,Sullivan-Jones,7efa3af4-e9ee-4cc2-9294-3dc06512d8b6,b3316758-92cb-4a55-8208-8ac77f5154ac,Declined,e1646054-1bef-4fbd-9d8a-186031456b18,Swipe,Purchase,951,Matched,Not Required,Settled,True
Grant Jimenez,3532026885173456,Mastercard,04/24,917.06,AED,03/16/2024 23:22,"Douglas, Johnson and Long",ee4af92e-232f-4020-af82-8821fa37a0d6,fe048246-e450-4d71-8a0c-a8671fde51a9,Declined,9c52b87b-19d8-4232-968a-f8eecafab5b5,Chip,Purchase,892,Matched,Not Required,Settled,False
Elizabeth Jensen,4403845538265,VISA 16 digit,08/25,955.65,KYD,03/14/2024 04:47,"Short, Dunn and Hill",ab6090b6-246f-4c30-aeb9-cebb9e25ce80,2d0a1be1-5ed3-408b-9e2b-f797a422feac,Approved,3305004d-9921-4730-bb7c-eaba25a85d08,Swipe,Refund,348,Not Matched,Required,Pending Settlement,True
Justin Gray,6535602974547311,JCB 16 digit,12/25,110.43,GTQ,03/30/2024 13:54,"Williams, Smith and Brown",c7c71076-7dc0-4b11-a0f9-a5a84f8fd5af,64cf6476-86d6-4fa9-aa02-6c39438c6a5a,Approved,db31d1e6-9ae3-4a46-b7b4-28fdf32a733c,Swipe,Purchase,958,Matched,Not Required,Pending Settlement,False
Kyle Rodriguez,375088119448001,VISA 19 digit,02/28,389.1,MZN,04/02/2024 14:03,"Ramirez, Allison and Taylor",0349f43c-32ab-49e0-8965-c313fc4ed06a,43d6f5cf-3faf-47b7-8235-9f8d8ca3672e,Declined,c4d516af-3ad4-44bb-be2d-5a6064a07091,Swipe,Refund,377,Not Matched,Required,Pending Settlement,True
Candace Wells,2715196322518356,VISA 19 digit,04/24,430.52,MOP,04/02/2024 22:22,Morris-Lloyd,988b354a-823b-462a-a388-862de0b01bdd,2f74366b-86e1-47ed-b1ec-073e2dd800f8,Approved,c7ea9555-cd4e-42bc-af80-ba894fc23641,Chip,Purchase,127,Matched,Not Required,Pending Settlement,True
